__id,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location_address,location_city,location_state,location_zip,location.type,location.coordinates,location
row-8m8i~9kz2~wgz7,43323551,2019-07-19T14:08:47.000,2019-07-22T16:37:08.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Commercial Building,10001,1150 BROADWAY,BROADWAY,WEST   26 STREET,WEST   27 STREET,WEST   26 STREET,WEST   27 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-17T13:55:14.000,05 MANHATTAN,1008280041,MANHATTAN,987321.0,210419.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74422761074134,-73.98891723347347,,,,,Point,"[-73.98891723347347, 40.74422761074134]",
row-yi7r-tcxy_p34c,21729987,2011-10-25T18:03:21.000,2011-12-19T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11435,143-32 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,143 STREET,INWOOD STREET,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2011-12-19T00:00:00.000,12 QUEENS,4119370077,QUEENS,1039368.0,189513.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.686674558507946,-73.80125913148383,,,,,Point,"[-73.80125913148383, 40.686674558507946]",
row-uqjm_reds-cvd7,43334321,2019-07-20T16:28:14.000,2023-10-20T15:26:49.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10469,3038 GRACE AVENUE,GRACE AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADDRESS,BRONX,GRACE AVENUE,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-10-20T15:26:53.000,12 BRONX,2047810062,BRONX,1029577.0,257168.0,PHONE,Unspecified,BRONX,,,,,,,,40.87242480126533,-73.83610636575557,,,,,Point,"[-73.83610636575557, 40.87242480126533]",
row-84p5~zmcs.93e9,43353100,2019-07-22T12:27:41.000,2023-10-20T15:06:54.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,10462,2022 BENEDICT AVENUE,BENEDICT AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,BENEDICT AVENUE,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-10-20T15:06:59.000,09 BRONX,2039320050,BRONX,1023832.0,243306.0,PHONE,Unspecified,BRONX,,,,,,,,40.83440541951354,-73.85696097654508,,,,,Point,"[-73.85696097654508, 40.83440541951354]",
row-x4bk-xxtu_kmfa,51536766,2021-08-15T20:10:49.000,2021-08-15T21:41:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11239,567 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,,BROOKLYN,SCHROEDERS AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2021-08-15T21:41:40.000,05 BROOKLYN,,BROOKLYN,1020118.0,178255.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65587284631351,-73.87072929594073,,,,,Point,"[-73.87072929594073, 40.65587284631351]",
row-iy5z.g954~7zbc,51774016,2021-09-06T16:32:54.000,2021-09-06T16:50:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11693,377 BEACH   92 STREET,BEACH   92 STREET,CROSS BAY BRIDGE ENTRANCE RAMP,DEAD END,CROSS BAY BRIDGE ENTRANCE RAMP,DEAD END,,FAR ROCKAWAY,BEACH   92 STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,2021-09-06T16:50:41.000,14 QUEENS,4161090043,QUEENS,1035041.0,153832.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.5887639400538,-73.81712968263759,,,,,Point,"[-73.81712968263759, 40.5887639400538]",
row-8qaq_przu_9mjg,43367398,2019-07-25T01:56:06.000,2023-09-16T13:12:49.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11414,85-02 164 AVENUE,164 AVENUE,85 STREET,86 STREET,85 STREET,86 STREET,ADDRESS,HOWARD BEACH,164 AVENUE,,Closed,,NYC Parks performed the work necessary to correct the condition.,2023-09-16T13:12:52.000,10 QUEENS,4140790001,QUEENS,1027238.0,176039.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.649758716279244,-73.84508250671857,,,,,Point,"[-73.84508250671857, 40.649758716279244]",
row-euh4~c48t~pqtn,43402457,2019-07-28T17:44:39.000,2023-09-28T10:41:34.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10128,322 EAST   93 STREET,EAST   93 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   93 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:41:40.000,08 MANHATTAN,1015550039,MANHATTAN,998808.0,224132.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.78185480739502,-73.94743272586227,,,,,Point,"[-73.94743272586227, 40.78185480739502]",
row-r89p-v6nr_26v3,43417808,2019-07-30T15:09:05.000,2023-10-13T09:18:30.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11215,558 17 STREET,17 STREET,PROSPECT PARK WEST,10 AVENUE,PROSPECT PARK WEST,10 AVENUE,ADDRESS,BROOKLYN,17 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-13T09:18:38.000,07 BROOKLYN,3008770038,BROOKLYN,989634.0,178729.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65724487876621,-73.98059530673243,,,,,Point,"[-73.98059530673243, 40.65724487876621]",
row-vawm.7rxx-hkj7,43434891,2019-07-28T13:11:21.000,2023-10-12T10:49:59.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10028,525 EAST   85 STREET,EAST   85 STREET,YORK AVENUE,EAST END AVENUE,YORK AVENUE,EAST END AVENUE,ADDRESS,NEW YORK,EAST   85 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-12T10:50:07.000,08 MANHATTAN,1015820014,MANHATTAN,998968.0,221610.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.774932319085956,-73.94686050869855,,,,,Point,"[-73.94686050869855, 40.774932319085956]",
row-95d8~r8pc_bugw,43442257,2019-08-01T10:37:57.000,2023-09-28T10:48:19.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11413,184-07 145 ROAD,145 ROAD,184 STREET,ARTHUR STREET,184 STREET,ARTHUR STREET,ADDRESS,SPRINGFIELD GARDENS,145 ROAD,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-09-28T10:48:22.000,13 QUEENS,4133300025,QUEENS,1050457.0,181332.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.66414363840357,-73.76135568775528,,,,,Point,"[-73.76135568775528, 40.66414363840357]",
row-xyxj-rxqs-32aa,43462964,2019-08-04T10:24:59.000,2023-09-28T10:52:21.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11426,87-01 COMMONWEALTH BOULEVARD,COMMONWEALTH BOULEVARD,87 AVENUE,87 DRIVE,87 AVENUE,87 DRIVE,ADDRESS,BELLEROSE,COMMONWEALTH BOULEVARD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T10:52:25.000,13 QUEENS,4086400001,QUEENS,1061889.0,205321.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.729894658120536,-73.71987258207467,,,,,Point,"[-73.71987258207467, 40.729894658120536]",
row-n587~vx8d.6y67,43488586,2019-08-07T11:33:28.000,2023-09-13T09:40:49.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11429,223-47 112 ROAD,112 ROAD,223 STREET,225 STREET,223 STREET,225 STREET,ADDRESS,QUEENS VILLAGE,112 ROAD,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-09-13T09:40:53.000,13 QUEENS,4112210051,QUEENS,1058048.0,196123.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70468135163482,-73.73383195480712,,,,,Point,"[-73.73383195480712, 40.70468135163482]",
row-yjip~m6nt.ngjh,43494348,2019-08-08T09:23:30.000,2023-09-29T06:07:48.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10128,17 EAST   92 STREET,EAST   92 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   92 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T06:07:52.000,08 MANHATTAN,1015040011,MANHATTAN,996196.0,225287.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.78502889115059,-73.95686230382076,,,,,Point,"[-73.95686230382076, 40.78502889115059]",
row-3iq3-xyz6.vywv,43549240,2019-08-14T16:49:30.000,2023-09-28T08:21:51.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,10128,427 EAST   87 STREET,EAST   87 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   87 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T04:21:12.000,08 MANHATTAN,1015670013,MANHATTAN,998619.0,222452.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.777243961550475,-73.94811877598127,,,,,Point,"[-73.94811877598127, 40.777243961550475]",
row-c6ud-2jjf.7r9m,43555314,2019-08-15T10:10:01.000,2023-09-29T06:41:33.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11428,92-75 222 STREET,222 STREET,EDMORE AVENUE,FAIRBURY AVENUE,EDMORE AVENUE,FAIRBURY AVENUE,ADDRESS,QUEENS VILLAGE,222 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T02:41:30.000,13 QUEENS,4107480003,QUEENS,1058005.0,203196.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.724095316313225,-73.73390955118785,,,,,Point,"[-73.73390955118785, 40.724095316313225]",
row-qw2f~sfux~jxkb,43560478,2019-08-16T19:08:21.000,2023-10-23T11:21:33.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11361,45-56 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,NORTHERN BOULEVARD,46 AVENUE,NORTHERN BOULEVARD,46 AVENUE,ADDRESS,BAYSIDE,SPRINGFIELD BOULEVARD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-23T11:21:39.000,11 QUEENS,4073380041,QUEENS,1050004.0,216357.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.760281938394265,-73.76264644479413,,,,,Point,"[-73.76264644479413, 40.760281938394265]",
row-sij8.qu9c~jfi8,43573526,2019-08-17T17:12:50.000,2023-09-29T06:44:35.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11236,1203 EAST   83 STREET,EAST   83 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   83 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T06:44:38.000,18 BROOKLYN,3080620038,BROOKLYN,1010536.0,169454.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63174963798942,-73.90529773398792,,,,,Point,"[-73.90529773398792, 40.63174963798942]",
row-786g~zbku_tdny,43596224,2019-08-20T09:55:18.000,2023-09-29T06:50:42.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11427,89-44 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,QUEENS VILLAGE,FRANCIS LEWIS BOULEVARD,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T02:50:38.000,12 QUEENS,4104920100,QUEENS,1051377.0,201287.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71890837099016,-73.75784070590733,,,,,Point,"[-73.75784070590733, 40.71890837099016]",
row-wz66-pq76_6ctf,43612805,2019-08-22T11:44:02.000,2023-10-13T14:16:59.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11218,161 MCDONALD AVENUE,MCDONALD AVENUE,VANDERBILT STREET,GREENWOOD AVENUE,VANDERBILT STREET,GREENWOOD AVENUE,ADDRESS,BROOKLYN,MCDONALD AVENUE,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,2023-10-13T14:17:04.000,07 BROOKLYN,3052700071,BROOKLYN,989546.0,176319.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6506300081848,-73.98091436359593,,,,,Point,"[-73.98091436359593, 40.6506300081848]",
row-9jbq_phna.eweg,43613590,2019-08-22T22:41:00.000,2023-09-13T09:44:00.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11428,94-68 217 STREET,217 STREET,94 ROAD,JAMAICA AVENUE,94 ROAD,JAMAICA AVENUE,ADDRESS,QUEENS VILLAGE,217 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-09-13T09:44:09.000,13 QUEENS,4106090046,QUEENS,1056759.0,201141.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71846516337741,-73.7384269336958,,,,,Point,"[-73.7384269336958, 40.71846516337741]",
row-c24b~ky3x-5x8w,43664964,2019-08-28T14:21:33.000,2023-09-29T07:08:15.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11366,158-37 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T07:08:18.000,08 QUEENS,4068280013,QUEENS,1037049.0,202520.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72238976571024,-73.80951881866362,,,,,Point,"[-73.80951881866362, 40.72238976571024]",
row-dyvb_x9pn.en55,39662655,2018-07-06T14:17:40.000,,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Snake,Residence,11207,245 COZINE AVENUE,COZINE AVENUE,VERMONT STREET,VAN SICLEN AVENUE,VERMONT STREET,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,,,In Progress,2018-08-05T14:17:40.000,"The Department of Health and Mental Hygiene has sent official written documentation to the Owner or Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after the initial complaint, please submit a new Service Request.",2018-07-10T19:44:24.000,05 BROOKLYN,3043930001,BROOKLYN,1016700.0,178294.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65599307789839,-73.8830477966296,,,,,Point,"[-73.8830477966296, 40.65599307789839]",
row-brsy.ktdj~kr8g,43725123,2019-09-04T12:09:56.000,2023-10-18T07:20:48.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10028,455 EAST   86 STREET,EAST   86 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-10-18T07:20:51.000,08 MANHATTAN,1015667501,MANHATTAN,998795.0,222032.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77609088440534,-73.9474842133972,,,,,Point,"[-73.9474842133972, 40.77609088440534]",
row-jrxa.jgtz_k9cn,43788174,2019-09-14T10:03:17.000,2023-09-29T07:34:09.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11004,78-18 266 STREET,266 STREET,78 AVENUE,79 AVENUE,78 AVENUE,79 AVENUE,ADDRESS,GLEN OAKS,266 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T07:34:14.000,13 QUEENS,4086820037,QUEENS,1065492.0,212333.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74910839074068,-73.70678809378195,,,,,Point,"[-73.70678809378195, 40.74910839074068]",
row-5v93.fkqe~hek8,61101656,2024-05-08T09:39:07.000,2024-05-11T18:19:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,522 WEST  134 STREET,WEST  134 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2024-05-11T00:00:00.000,09 MANHATTAN,1019870051,MANHATTAN,996921.0,237611.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.818853880798386,-73.95422102996633,,,,,Point,"[-73.95422102996633, 40.818853880798386]",
row-w6fi_h5ya.qtxt,43798090,2019-09-16T10:42:10.000,2023-10-12T10:14:31.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11236,704 EAST   80 STREET,EAST   80 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   80 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-12T10:14:36.000,18 BROOKLYN,3080000036,BROOKLYN,1007880.0,171335.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63692006440845,-73.91486008327786,,,,,Point,"[-73.91486008327786, 40.63692006440845]",
row-bqjf~85pw.gfr6,43801932,2019-09-16T14:29:43.000,2023-09-29T07:40:15.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11364,218-12 HORACE HARDING EXPRESSWAY SR S,HORACE HARDING EXPRESSWAY SR S,218 STREET,219 STREET,218 STREET,219 STREET,ADDRESS,OAKLAND GARDENS,HORACE HARDING EXPRESSWAY,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T03:40:11.000,11 QUEENS,4076080007,QUEENS,1050922.0,211882.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74799237125339,-73.75937711033794,,,,,Point,"[-73.75937711033794, 40.74799237125339]",
row-vdv3-uybd-fdn9,43803809,2019-09-16T09:07:25.000,2023-11-01T14:23:13.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street/Curbside,10468,3410 PAUL AVENUE,PAUL AVENUE,WEST  205 STREET,BEND,WEST  205 STREET,BEND,ADDRESS,BRONX,PAUL AVENUE,,Closed,,NYC Parks performed the work necessary to correct the condition.,2023-11-01T14:23:21.000,07 BRONX,2032510420,BRONX,1014800.0,258919.0,PHONE,Unspecified,BRONX,,,,,,,,40.877294267908496,-73.889529074745,,,,,Point,"[-73.889529074745, 40.877294267908496]",
row-xg8u.styh_hzie,54423442,2022-06-07T23:15:52.000,2022-06-07T23:25:36.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10013,11 PELL STREET,PELL STREET,BOWERY,DOYERS STREET,BOWERY,DOYERS STREET,ADDRESS,NEW YORK,PELL STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2022-06-07T23:25:43.000,03 MANHATTAN,1001620051,MANHATTAN,984893.0,199675.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71473846692861,-73.99768053858439,,,,,Point,"[-73.99768053858439, 40.71473846692861]",
row-jsry.pvpu_yb4g,43840702,2019-09-11T15:02:31.000,2023-09-29T07:27:49.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,11234,4714 AVENUE M,AVENUE M,SCHENECTADY AVENUE,EAST   48 STREET,SCHENECTADY AVENUE,EAST   48 STREET,ADDRESS,BROOKLYN,AVENUE M,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T07:27:54.000,18 BROOKLYN,3078720045,BROOKLYN,1003738.0,165599.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6211860401208,-73.92980044454927,,,,,Point,"[-73.92980044454927, 40.6211860401208]",
row-gsap-rub5.uqdz,43845464,2019-09-17T17:48:56.000,2023-09-29T07:46:58.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11234,15 HARDEN STREET,HARDEN STREET,BEND,FLATLANDS AVENUE,BEND,FLATLANDS AVENUE,ADDRESS,BROOKLYN,HARDEN STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T07:47:02.000,18 BROOKLYN,3078210063,BROOKLYN,1002382.0,165966.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62219625721824,-73.93468403191085,,,,,Point,"[-73.93468403191085, 40.62219625721824]",
row-9zk6.8a3w-3nrq,43846301,2019-09-12T21:14:25.000,2023-11-14T06:59:50.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,11385,1879 HIMROD STREET,HIMROD STREET,ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,HIMROD STREET,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",2023-11-14T06:59:54.000,05 QUEENS,4034020048,QUEENS,1008631.0,197179.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70785397292112,-73.91206071880666,,,,,Point,"[-73.91206071880666, 40.70785397292112]",
row-gw87-pqsi~uri8,43852013,2019-09-20T10:14:07.000,2023-09-29T08:08:18.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11429,105-12 221 STREET,221 STREET,105 AVENUE,106 AVENUE,105 AVENUE,106 AVENUE,ADDRESS,QUEENS VILLAGE,221 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-29T08:08:24.000,13 QUEENS,4111660052,QUEENS,1058017.0,198231.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.71046754517788,-73.73392066803778,,,,,Point,"[-73.73392066803778, 40.71046754517788]",
row-b4gg.n7d6-qzvz,43901175,2019-09-26T12:13:47.000,2023-10-15T15:11:08.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street/Curbside,10469,3314 BRONXWOOD AVENUE,BRONXWOOD AVENUE,DUNCAN STREET,BARTHOLDI STREET,DUNCAN STREET,BARTHOLDI STREET,ADDRESS,BRONX,BRONXWOOD AVENUE,,Closed,,NYC Parks performed the work necessary to correct the condition.,2023-10-15T15:11:13.000,12 BRONX,2046340049,BRONX,1022609.0,257580.0,PHONE,Unspecified,BRONX,,,,,,,,40.87358864566981,-73.8612988965622,,,,,Point,"[-73.8612988965622, 40.87358864566981]",
row-xyt8~e825_7pvd,43916188,2019-09-28T10:25:03.000,2023-09-28T08:18:48.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street/Curbside,11234,1833 EAST   51 STREET,EAST   51 STREET,AVENUE O,FILLMORE AVENUE,AVENUE O,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   51 STREET,,Closed,,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-28T08:18:53.000,18 BROOKLYN,3084910021,BROOKLYN,1004935.0,163554.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.615570228068954,-73.92549488592974,,,,,Point,"[-73.92549488592974, 40.615570228068954]",
row-wjy5.46qv_kw9j,43920535,2019-09-28T18:04:48.000,2019-09-30T11:04:48.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),,11222,214 FRANKLIN STREET,FRANKLIN STREET,HURON STREET,GREEN STREET,HURON STREET,GREEN STREET,ADDRESS,BROOKLYN,FRANKLIN STREET,,Closed,,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-17T13:55:15.000,01 BROOKLYN,3025220003,BROOKLYN,995865.0,206319.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.732967033968016,-73.9580903340103,,,,,Point,"[-73.9580903340103, 40.732967033968016]",
